text,label
"Hi Ravi,

Thanks for signing up for our newsletter. Here are this week's top articles on network security. You can manage your subscription preferences anytime from your account settings.

Best,
The Editorial Team",0
"Dear Meera,

This is your monthly account statement summary. Your balance and recent transactions are available when you log in directly through the official banking app as usual. No action is required.

Regards,
Anjali",0
"Attention:

Your parcel could not be delivered on your FedEx account. Verify now to claim your reward before it expires.

Click here to verify: http://secure-fedex-verify.com/login

Please act now to prevent unauthorized access to your account. This is an automated security message from the FedEx team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Meera,

This is your monthly account statement summary. Your balance and recent transactions are available when you log in directly through the official banking app as usual. No action is required.

Regards,
Anjali",0
"Hey Meera,

Happy birthday! Hope you have a great day. Let's catch up for coffee sometime this Friday.

Cheers,
Meera",0
"Dear Customer,

Your account will be permanently closed within 24 hours on your Microsoft 365 account. Click the link below within 24 hours or your account will be locked permanently.

Click here to verify: http://microsoft365.com-verify-account.ru/signin

Please act now to prevent unauthorized access to your account. This is an automated security message from the Microsoft 365 team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Valued User,

Your account will be permanently closed within 24 hours on your Amazon account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://bit.ly/3xJ15kQ

Please act now to prevent unauthorized access to your account. This is an automated security message from the Amazon team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Sam,

Congrats on finishing the project milestone! Let's sync up Wednesday to plan next steps. I've shared the doc in our shared drive.

Best,
Alex",0
"Hi Priya,

Thanks for signing up for our newsletter. Here are this week's top articles on network security. You can manage your subscription preferences anytime from your account settings.

Best,
The Editorial Team",0
"Hey Sam,

Happy birthday! Hope you have a great day. Let's catch up for coffee sometime this Thursday.

Cheers,
Arjun",0
"Hello,

Your password will expire today on your Steam account. Update your billing information now to avoid service interruption.

Click here to verify: http://192.168.44.12/steam/reset

Please act now to prevent unauthorized access to your account. This is an automated security message from the Steam team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hello,

Your account has been suspended on your FedEx account. Verify now to claim your reward before it expires.

Click here to verify: http://secure-fedex-verify.com/login

Please act now to prevent unauthorized access to your account. This is an automated security message from the FedEx team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hello,

Your parcel could not be delivered on your Amazon account. Enter your login credentials to restore full access.

Click here to verify: http://secure-amazon-verify.com/login

Please act now to prevent unauthorized access to your account. This is an automated security message from the Amazon team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Valued User,

We noticed a login from a new device on your Bank of America account. Enter your login credentials to restore full access.

Click here to verify: http://bankofamerica-support.security-check.net

Please act now to prevent unauthorized access to your account. This is an automated security message from the Bank of America team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hello Anjali,

Your order #648913 has shipped and is expected to arrive by Tuesday. You can track it using the courier's official tracking page linked in your account order history.

Thank you for shopping with us.",0
"Attention:

Your account will be permanently closed within 24 hours on your Bank of America account. Click the link below within 24 hours or your account will be locked permanently.

Click here to verify: http://bankofamerica-support.security-check.net

Please act now to prevent unauthorized access to your account. This is an automated security message from the Bank of America team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Sam,

This is your monthly account statement summary. Your balance and recent transactions are available when you log in directly through the official banking app as usual. No action is required.

Regards,
Divya",0
"Hello Sam,

Your order #882824 has shipped and is expected to arrive by Thursday. You can track it using the courier's official tracking page linked in your account order history.

Thank you for shopping with us.",0
"Hi Anjali,

Congrats on finishing the project milestone! Let's sync up Monday to plan next steps. I've shared the doc in our shared drive.

Best,
Alex",0
"Hi Priya,

Congrats on finishing the project milestone! Let's sync up Monday to plan next steps. I've shared the doc in our shared drive.

Best,
Ravi",0
"Hi Anjali,

Here's the invoice for your recent purchase, receipt #409445. If you have any questions about the charge, reply to this email or contact support through the app.

Thanks,
Meera",0
"Hi Ravi,

Here's the invoice for your recent purchase, receipt #575755. If you have any questions about the charge, reply to this email or contact support through the app.

Thanks,
Anjali",0
"Dear Customer,

Unusual sign-in activity detected on your FedEx account. Verify now to claim your reward before it expires.

Click here to verify: http://fedex.com-verify-account.ru/signin

Please act now to prevent unauthorized access to your account. This is an automated security message from the FedEx team.

If you do not respond within 24 hours your account access will be revoked.",1
"Attention:

Your parcel could not be delivered on your Steam account. Verify now to claim your reward before it expires.

Click here to verify: http://steam.com-verify-account.ru/signin

Please act now to prevent unauthorized access to your account. This is an automated security message from the Steam team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Anjali,

Attaching the notes from today's class on network security. Assignment 3 is due next Monday. Reach out during office hours if you need help.

Best,
Meera",0
"Dear Valued User,

Immediate action required on your SBI Bank account. Enter your login credentials to restore full access.

Click here to verify: http://192.168.44.12/sbibank/reset

Please act now to prevent unauthorized access to your account. This is an automated security message from the SBI Bank team.

If you do not respond within 24 hours your account access will be revoked.",1
"Attention:

Your password will expire today on your Chase Bank account. Enter your login credentials to restore full access.

Click here to verify: http://chasebank-support.security-check.net

Please act now to prevent unauthorized access to your account. This is an automated security message from the Chase Bank team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hey Meera,

Happy birthday! Hope you have a great day. Let's catch up for coffee sometime this Monday.

Cheers,
Sam",0
"Dear Valued User,

Your password will expire today on your FedEx account. Update your billing information now to avoid service interruption.

Click here to verify: http://fedex-support.security-check.net

Please act now to prevent unauthorized access to your account. This is an automated security message from the FedEx team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hello,

Your account will be permanently closed within 24 hours on your Chase Bank account. Enter your login credentials to restore full access.

Click here to verify: http://chasebank-support.security-check.net

Please act now to prevent unauthorized access to your account. This is an automated security message from the Chase Bank team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Karthik,

Just a reminder that our team meeting is scheduled for Friday at 10:00 AM. Please review the attached agenda before then and let me know if you have questions.

Thanks,
Karthik",0
"Dear Valued User,

We noticed a login from a new device on your Netflix account. Update your billing information now to avoid service interruption.

Click here to verify: http://secure-netflix-verify.com/login

Please act now to prevent unauthorized access to your account. This is an automated security message from the Netflix team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Customer,

Your parcel could not be delivered on your Instagram account. Enter your login credentials to restore full access.

Click here to verify: http://instagram.com-verify-account.ru/signin

Please act now to prevent unauthorized access to your account. This is an automated security message from the Instagram team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hey Priya,

Happy birthday! Hope you have a great day. Let's catch up for coffee sometime this Friday.

Cheers,
Priya",0
"Dear Valued User,

Security alert: verify your identity now on your Bank of America account. Update your billing information now to avoid service interruption.

Click here to verify: http://secure-bankofamerica-verify.com/login

Please act now to prevent unauthorized access to your account. This is an automated security message from the Bank of America team.

If you do not respond within 24 hours your account access will be revoked.",1
"Attention:

Your password will expire today on your Microsoft 365 account. Verify now to claim your reward before it expires.

Click here to verify: http://microsoft365-support.security-check.net

Please act now to prevent unauthorized access to your account. This is an automated security message from the Microsoft 365 team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Divya,

Attaching the notes from today's class on network security. Assignment 3 is due next Wednesday. Reach out during office hours if you need help.

Best,
Anjali",0
"Dear Customer,

Your account will be permanently closed within 24 hours on your Steam account. Update your billing information now to avoid service interruption.

Click here to verify: http://bit.ly/3xJ31kQ

Please act now to prevent unauthorized access to your account. This is an automated security message from the Steam team.

If you do not respond within 24 hours your account access will be revoked.",1
"Attention:

Immediate action required on your Apple ID account. Click the link below within 24 hours or your account will be locked permanently.

Click here to verify: http://appleid.com-verify-account.ru/signin

Please act now to prevent unauthorized access to your account. This is an automated security message from the Apple ID team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hello,

Your payment could not be processed on your Chase Bank account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://chasebank.com-verify-account.ru/signin

Please act now to prevent unauthorized access to your account. This is an automated security message from the Chase Bank team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hello Divya,

Your order #997004 has shipped and is expected to arrive by Thursday. You can track it using the courier's official tracking page linked in your account order history.

Thank you for shopping with us.",0
"Hello,

We noticed a login from a new device on your Bank of America account. Enter your login credentials to restore full access.

Click here to verify: http://bit.ly/3xJ36kQ

Please act now to prevent unauthorized access to your account. This is an automated security message from the Bank of America team.

If you do not respond within 24 hours your account access will be revoked.",1
"Attention:

We noticed a login from a new device on your Netflix account. Click the link below within 24 hours or your account will be locked permanently.

Click here to verify: http://bit.ly/3xJ51kQ

Please act now to prevent unauthorized access to your account. This is an automated security message from the Netflix team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hello Priya,

Your order #119651 has shipped and is expected to arrive by Monday. You can track it using the courier's official tracking page linked in your account order history.

Thank you for shopping with us.",0
"Dear Priya,

This is your monthly account statement summary. Your balance and recent transactions are available when you log in directly through the official banking app as usual. No action is required.

Regards,
Ravi",0
"Dear Valued User,

Your account will be permanently closed within 24 hours on your Bank of America account. Verify now to claim your reward before it expires.

Click here to verify: http://192.168.44.12/bankofamerica/reset

Please act now to prevent unauthorized access to your account. This is an automated security message from the Bank of America team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Sneha,

Congrats on finishing the project milestone! Let's sync up Wednesday to plan next steps. I've shared the doc in our shared drive.

Best,
Anjali",0
"Dear Alex,

This is your monthly account statement summary. Your balance and recent transactions are available when you log in directly through the official banking app as usual. No action is required.

Regards,
Divya",0
"Hi Karthik,

Here's the invoice for your recent purchase, receipt #163780. If you have any questions about the charge, reply to this email or contact support through the app.

Thanks,
Arjun",0
"Dear Anjali,

This is your monthly account statement summary. Your balance and recent transactions are available when you log in directly through the official banking app as usual. No action is required.

Regards,
Arjun",0
"Dear Customer,

Your payment could not be processed on your Apple ID account. Verify now to claim your reward before it expires.

Click here to verify: http://appleid.account-update.info/confirm

Please act now to prevent unauthorized access to your account. This is an automated security message from the Apple ID team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Karthik,

Just a reminder that our team meeting is scheduled for Monday at 2:30 PM. Please review the attached agenda before then and let me know if you have questions.

Thanks,
Arjun",0
"Attention:

Immediate action required on your Facebook account. Failure to verify will result in permanent suspension of your account.

Click here to verify: http://192.168.44.12/facebook/reset

Please act now to prevent unauthorized access to your account. This is an automated security message from the Facebook team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Meera,

Attaching the notes from today's class on data structures. Assignment 3 is due next Wednesday. Reach out during office hours if you need help.

Best,
Arjun",0
"Hi Sneha,

Congrats on finishing the project milestone! Let's sync up Thursday to plan next steps. I've shared the doc in our shared drive.

Best,
Alex",0
"Dear Customer,

Your payment could not be processed on your Apple ID account. Click the link below within 24 hours or your account will be locked permanently.

Click here to verify: http://bit.ly/3xJ37kQ

Please act now to prevent unauthorized access to your account. This is an automated security message from the Apple ID team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Alex,

Attaching the notes from today's class on network security. Assignment 3 is due next Monday. Reach out during office hours if you need help.

Best,
Sneha",0
"Hi Priya,

Attaching the notes from today's class on data structures. Assignment 3 is due next Friday. Reach out during office hours if you need help.

Best,
Karthik",0
"Dear Valued User,

Your account has been suspended on your Bank of America account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://bit.ly/3xJ58kQ

Please act now to prevent unauthorized access to your account. This is an automated security message from the Bank of America team.

If you do not respond within 24 hours your account access will be revoked.",1
"Attention:

Your payment could not be processed on your Instagram account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://instagram.com-verify-account.ru/signin

Please act now to prevent unauthorized access to your account. This is an automated security message from the Instagram team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hello Sam,

Your order #248766 has shipped and is expected to arrive by Thursday. You can track it using the courier's official tracking page linked in your account order history.

Thank you for shopping with us.",0
"Hi Arjun,

Attaching the notes from today's class on databases. Assignment 3 is due next Tuesday. Reach out during office hours if you need help.

Best,
Priya",0
"Hello,

We noticed a login from a new device on your SBI Bank account. Click the link below within 24 hours or your account will be locked permanently.

Click here to verify: http://192.168.44.12/sbibank/reset

Please act now to prevent unauthorized access to your account. This is an automated security message from the SBI Bank team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hello,

Your password will expire today on your Bank of America account. Update your billing information now to avoid service interruption.

Click here to verify: http://secure-bankofamerica-verify.com/login

Please act now to prevent unauthorized access to your account. This is an automated security message from the Bank of America team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Valued User,

Your account has been suspended on your FedEx account. Click the link below within 24 hours or your account will be locked permanently.

Click here to verify: http://fedex.com-verify-account.ru/signin

Please act now to prevent unauthorized access to your account. This is an automated security message from the FedEx team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hey Priya,

Happy birthday! Hope you have a great day. Let's catch up for coffee sometime this Thursday.

Cheers,
Priya",0
"Hi Meera,

Here's the invoice for your recent purchase, receipt #655178. If you have any questions about the charge, reply to this email or contact support through the app.

Thanks,
Sneha",0
"Attention:

Unusual sign-in activity detected on your Steam account. Click the link below within 24 hours or your account will be locked permanently.

Click here to verify: http://192.168.44.12/steam/reset

Please act now to prevent unauthorized access to your account. This is an automated security message from the Steam team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Divya,

Attaching the notes from today's class on data structures. Assignment 3 is due next Thursday. Reach out during office hours if you need help.

Best,
Meera",0
"Hi Karthik,

Attaching the notes from today's class on operating systems. Assignment 3 is due next Tuesday. Reach out during office hours if you need help.

Best,
Meera",0
"Dear Valued User,

You have won a prize on your Steam account. Failure to verify will result in permanent suspension of your account.

Click here to verify: http://steam-support.security-check.net

Please act now to prevent unauthorized access to your account. This is an automated security message from the Steam team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Customer,

Your password will expire today on your LinkedIn account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://secure-linkedin-verify.com/login

Please act now to prevent unauthorized access to your account. This is an automated security message from the LinkedIn team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Sneha,

Thanks for signing up for our newsletter. Here are this week's top articles on operating systems. You can manage your subscription preferences anytime from your account settings.

Best,
The Editorial Team",0
"Dear Valued User,

Your subscription has expired on your Amazon account. Click the link below within 24 hours or your account will be locked permanently.

Click here to verify: http://amazon.com-verify-account.ru/signin

Please act now to prevent unauthorized access to your account. This is an automated security message from the Amazon team.

If you do not respond within 24 hours your account access will be revoked.",1
